"V1","V2"
"Display-Direct-Organic Search-Display-Paid Search-Direct-End",9
"Display-Direct-Organic Search-Display-Paid Search-Social-End",17
"Display-Direct-Organic Search-Display-Paid Search-Display-End",15
"Display-Direct-Organic Search-Display-Paid Search-Affiliate-End",2
"Display-Direct-Organic Search-Display-Paid Search-Organic Search-End",9
"Display-Direct-Organic Search-Display-Organic Search-Direct-End",12
"Display-Direct-Organic Search-Display-Organic Search-Social-End",5
"Display-Direct-Organic Search-Display-Organic Search-Display-End",3
"Display-Direct-Organic Search-Display-Organic Search-Paid Search-End",80
"Display-Direct-Organic Search-Affiliate-Direct-Display-End",1
"Display-Direct-Organic Search-Affiliate-Direct-Paid Search-End",1
"Display-Direct-Organic Search-Affiliate-Direct-Organic Search-End",1
"Display-Direct-Organic Search-Affiliate-Display-Social-End",1
"Display-Direct-Organic Search-Affiliate-Display-Affiliate-End",2
"Display-Direct-Organic Search-Affiliate-Display-Organic Search-End",1
"Display-Direct-Organic Search-Affiliate-Paid Search-Direct-End",6
"Display-Direct-Organic Search-Affiliate-Paid Search-Social-End",19
"Display-Direct-Organic Search-Affiliate-Paid Search-Display-End",7
"Display-Direct-Organic Search-Affiliate-Paid Search-Affiliate-End",7
"Display-Direct-Organic Search-Affiliate-Paid Search-Organic Search-End",5
"Display-Direct-Organic Search-Affiliate-Organic Search-Direct-End",1
"Display-Direct-Organic Search-Affiliate-Organic Search-Display-End",1
"Display-Direct-Organic Search-Affiliate-Organic Search-Paid Search-End",8
"Display-Direct-Organic Search-Paid Search-Direct-Social-End",149
"Display-Direct-Organic Search-Paid Search-Direct-Display-End",73
"Display-Direct-Organic Search-Paid Search-Direct-Affiliate-End",63
"Display-Direct-Organic Search-Paid Search-Direct-Paid Search-End",604
"Display-Direct-Organic Search-Paid Search-Direct-Organic Search-End",93
"Display-Direct-Organic Search-Paid Search-Display-Direct-End",144
"Display-Direct-Organic Search-Paid Search-Display-Social-End",183
"Display-Direct-Organic Search-Paid Search-Display-Affiliate-End",34
"Display-Direct-Organic Search-Paid Search-Display-Paid Search-End",359
"Display-Direct-Organic Search-Paid Search-Display-Organic Search-End",452
"Display-Direct-Organic Search-Paid Search-Affiliate-Direct-End",22
"Display-Direct-Organic Search-Paid Search-Affiliate-Social-End",14
"Display-Direct-Organic Search-Paid Search-Affiliate-Display-End",5
"Display-Direct-Organic Search-Paid Search-Affiliate-Paid Search-End",65
"Display-Direct-Organic Search-Paid Search-Affiliate-Organic Search-End",9
"Display-Direct-Organic Search-Paid Search-Organic Search-Direct-End",200
"Display-Direct-Organic Search-Paid Search-Organic Search-Social-End",117
"Display-Direct-Organic Search-Paid Search-Organic Search-Display-End",34
"Display-Direct-Organic Search-Paid Search-Organic Search-Affiliate-End",13
"Display-Direct-Organic Search-Paid Search-Organic Search-Paid Search-End",2872
"Display-Social-End",4648655
"Display-End",21285
"Display-Affiliate-End",29429
"Display-Paid Search-End",1072274
"Display-Organic Search-End",57048
"Display-Affiliate-Direct-End",20813
"Display-Affiliate-Social-End",145057
"Display-Affiliate-Display-End",11333
"Display-Affiliate-Paid Search-End",157001
"Display-Affiliate-Organic Search-End",3789
"Display-Paid Search-Direct-End",134677
"Display-Paid Search-Social-End",4021387
"Display-Paid Search-Display-End",160824
"Display-Paid Search-Affiliate-End",24775
"Display-Paid Search-Organic Search-End",110372
"Display-Organic Search-Direct-End",34501
"Display-Organic Search-Social-End",369559
"Display-Organic Search-Display-End",8812
"Display-Organic Search-Affiliate-End",1915
"Display-Organic Search-Paid Search-End",1258180
"Display-Affiliate-Direct-Social-End",19299
"Display-Affiliate-Direct-Display-End",4534
"Display-Affiliate-Direct-Affiliate-End",8088
"Display-Affiliate-Direct-Paid Search-End",12917
"Display-Affiliate-Direct-Organic Search-End",1297
"Display-Affiliate-Display-Direct-End",4062
"Display-Affiliate-Display-Social-End",26441
"Display-Affiliate-Display-Affiliate-End",7860
"Display-Affiliate-Display-Paid Search-End",15500
"Display-Affiliate-Display-Organic Search-End",3433
"Display-Affiliate-Paid Search-Direct-End",16489
"Display-Affiliate-Paid Search-Social-End",203066
"Display-Affiliate-Paid Search-Display-End",14586
"Display-Affiliate-Paid Search-Affiliate-End",23993
"Display-Affiliate-Paid Search-Organic Search-End",12665
"Display-Affiliate-Organic Search-Direct-End",2060
"Display-Affiliate-Organic Search-Social-End",1580
"Display-Affiliate-Organic Search-Display-End",191
"Display-Affiliate-Organic Search-Affiliate-End",429
"Display-Affiliate-Organic Search-Paid Search-End",13452
"Display-Paid Search-Direct-Social-End",106126
"Display-Paid Search-Direct-Display-End",17658
"Display-Paid Search-Direct-Affiliate-End",12658
"Display-Paid Search-Direct-Paid Search-End",254899
"Display-Paid Search-Direct-Organic Search-End",8221
"Display-Paid Search-Display-Direct-End",39289
"Display-Paid Search-Display-Social-End",465509
"Display-Paid Search-Display-Affiliate-End",13312
"Display-Paid Search-Display-Paid Search-End",465901
"Display-Paid Search-Display-Organic Search-End",55735
"Display-Paid Search-Affiliate-Direct-End",6171
"Display-Paid Search-Affiliate-Social-End",21913
"Display-Paid Search-Affiliate-Display-End",4140
"Display-Paid Search-Affiliate-Paid Search-End",50260
"Display-Paid Search-Affiliate-Organic Search-End",1625
"Display-Paid Search-Organic Search-Direct-End",25843
"Display-Paid Search-Organic Search-Social-End",31815
"Display-Paid Search-Organic Search-Display-End",2884
"Display-Paid Search-Organic Search-Affiliate-End",687
"Display-Paid Search-Organic Search-Paid Search-End",373940
"Display-Organic Search-Direct-Social-End",49288
"Display-Organic Search-Direct-Display-End",4805
"Display-Organic Search-Direct-Affiliate-End",5288
"Display-Organic Search-Direct-Paid Search-End",113353
"Display-Organic Search-Direct-Organic Search-End",9424
"Display-Organic Search-Display-Direct-End",1782
"Display-Organic Search-Display-Social-End",18578
"Display-Organic Search-Display-Affiliate-End",748
"Display-Organic Search-Display-Paid Search-End",14317
"Display-Organic Search-Display-Organic Search-End",13133
"Display-Organic Search-Affiliate-Direct-End",394
"Display-Organic Search-Affiliate-Social-End",1957
"Display-Organic Search-Affiliate-Display-End",271
"Display-Organic Search-Affiliate-Paid Search-End",4552
"Display-Organic Search-Affiliate-Organic Search-End",641
"Display-Organic Search-Paid Search-Direct-End",73331
"Display-Organic Search-Paid Search-Social-End",2802875
"Display-Organic Search-Paid Search-Display-End",117219
"Display-Organic Search-Paid Search-Affiliate-End",13479
"Display-Organic Search-Paid Search-Organic Search-End",452977
"Display-Affiliate-Direct-Display-Direct-End",1116
"Display-Affiliate-Direct-Display-Social-End",2472
"Display-Affiliate-Direct-Display-Affiliate-End",1027
"Display-Affiliate-Direct-Display-Paid Search-End",2370
"Display-Affiliate-Direct-Display-Organic Search-End",725
"Display-Affiliate-Direct-Affiliate-Direct-End",1799
"Display-Affiliate-Direct-Affiliate-Social-End",1700
"Display-Affiliate-Direct-Affiliate-Display-End",970
"Display-Affiliate-Direct-Affiliate-Paid Search-End",2251
"Display-Affiliate-Direct-Affiliate-Organic Search-End",229
"Display-Affiliate-Direct-Paid Search-Direct-End",4428
"Display-Affiliate-Direct-Paid Search-Social-End",6022
"Display-Affiliate-Direct-Paid Search-Display-End",1943
"Display-Affiliate-Direct-Paid Search-Affiliate-End",1372
"Display-Affiliate-Direct-Paid Search-Organic Search-End",782
"Display-Affiliate-Direct-Organic Search-Direct-End",791
"Display-Affiliate-Direct-Organic Search-Social-End",102
"Display-Affiliate-Direct-Organic Search-Display-End",29
"Display-Affiliate-Direct-Organic Search-Affiliate-End",31
"Display-Affiliate-Direct-Organic Search-Paid Search-End",1215
"Display-Affiliate-Display-Direct-Social-End",980
"Display-Affiliate-Display-Direct-Display-End",839
"Display-Affiliate-Display-Direct-Affiliate-End",506
"Display-Affiliate-Display-Direct-Paid Search-End",2003
"Display-Affiliate-Display-Direct-Organic Search-End",147
"Display-Affiliate-Display-Affiliate-Direct-End",747
"Display-Affiliate-Display-Affiliate-Social-End",1496
"Display-Affiliate-Display-Affiliate-Display-End",1356
"Display-Affiliate-Display-Affiliate-Paid Search-End",2383
"Display-Affiliate-Display-Affiliate-Organic Search-End",196
"Display-Affiliate-Display-Paid Search-Direct-End",2507
"Display-Affiliate-Display-Paid Search-Social-End",9704
"Display-Affiliate-Display-Paid Search-Display-End",5190
"Display-Affiliate-Display-Paid Search-Affiliate-End",918
"Display-Affiliate-Display-Paid Search-Organic Search-End",1163
"Display-Affiliate-Display-Organic Search-Direct-End",1035
"Display-Affiliate-Display-Organic Search-Social-End",404
"Display-Affiliate-Display-Organic Search-Display-End",206
"Display-Affiliate-Display-Organic Search-Affiliate-End",78
"Display-Affiliate-Display-Organic Search-Paid Search-End",5359
"Display-Affiliate-Paid Search-Direct-Social-End",3798
"Display-Affiliate-Paid Search-Direct-Display-End",1364
"Display-Affiliate-Paid Search-Direct-Affiliate-End",2202
"Display-Affiliate-Paid Search-Direct-Paid Search-End",9822
"Display-Affiliate-Paid Search-Direct-Organic Search-End",562
"Display-Affiliate-Paid Search-Display-Direct-End",1851
"Display-Affiliate-Paid Search-Display-Social-End",8528
"Display-Affiliate-Paid Search-Display-Affiliate-End",5068
"Display-Affiliate-Paid Search-Display-Paid Search-End",9619
"Display-Affiliate-Paid Search-Display-Organic Search-End",4779
"Display-Affiliate-Paid Search-Affiliate-Direct-End",1665
"Display-Affiliate-Paid Search-Affiliate-Social-End",3918
"Display-Affiliate-Paid Search-Affiliate-Display-End",1345
"Display-Affiliate-Paid Search-Affiliate-Paid Search-End",18042
"Display-Affiliate-Paid Search-Affiliate-Organic Search-End",754
"Display-Affiliate-Paid Search-Organic Search-Direct-End",1232
"Display-Affiliate-Paid Search-Organic Search-Social-End",816
"Display-Affiliate-Paid Search-Organic Search-Display-End",174
"Display-Affiliate-Paid Search-Organic Search-Affiliate-End",224
"Display-Affiliate-Paid Search-Organic Search-Paid Search-End",20729
"Display-Affiliate-Organic Search-Direct-Social-End",328
"Display-Affiliate-Organic Search-Direct-Display-End",119
"Display-Affiliate-Organic Search-Direct-Affiliate-End",135
"Display-Affiliate-Organic Search-Direct-Paid Search-End",1509
"Display-Affiliate-Organic Search-Direct-Organic Search-End",225
"Display-Affiliate-Organic Search-Display-Direct-End",23
"Display-Affiliate-Organic Search-Display-Social-End",77
"Display-Affiliate-Organic Search-Display-Affiliate-End",48
"Display-Affiliate-Organic Search-Display-Paid Search-End",81
"Display-Affiliate-Organic Search-Display-Organic Search-End",104
"Display-Affiliate-Organic Search-Affiliate-Direct-End",34
"Display-Affiliate-Organic Search-Affiliate-Social-End",43
"Display-Affiliate-Organic Search-Affiliate-Display-End",19
"Display-Affiliate-Organic Search-Affiliate-Paid Search-End",188
"Display-Affiliate-Organic Search-Affiliate-Organic Search-End",51
"Display-Affiliate-Organic Search-Paid Search-Direct-End",909
"Display-Affiliate-Organic Search-Paid Search-Social-End",8276
"Display-Affiliate-Organic Search-Paid Search-Display-End",1124
"Display-Affiliate-Organic Search-Paid Search-Affiliate-End",1045
"Display-Affiliate-Organic Search-Paid Search-Organic Search-End",3437
"Display-Paid Search-Direct-Display-Direct-End",5678
"Display-Paid Search-Direct-Display-Social-End",11171
"Display-Paid Search-Direct-Display-Affiliate-End",1026
"Display-Paid Search-Direct-Display-Paid Search-End",22932
"Display-Paid Search-Direct-Display-Organic Search-End",4064
"Display-Paid Search-Direct-Affiliate-Direct-End",2027
"Display-Paid Search-Direct-Affiliate-Social-End",2505
"Display-Paid Search-Direct-Affiliate-Display-End",1102
"Display-Paid Search-Direct-Affiliate-Paid Search-End",12167
"Display-Paid Search-Direct-Affiliate-Organic Search-End",370
"Display-Paid Search-Direct-Paid Search-Direct-End",49790
"Display-Paid Search-Direct-Paid Search-Social-End",95548
"Display-Paid Search-Direct-Paid Search-Display-End",31144
"Display-Paid Search-Direct-Paid Search-Affiliate-End",3676
"Display-Paid Search-Direct-Paid Search-Organic Search-End",14865
"Display-Paid Search-Direct-Organic Search-Direct-End",5143
"Display-Paid Search-Direct-Organic Search-Social-End",633
"Display-Paid Search-Direct-Organic Search-Display-End",189
"Display-Paid Search-Direct-Organic Search-Affiliate-End",51
"Display-Paid Search-Direct-Organic Search-Paid Search-End",10509
"Display-Paid Search-Display-Direct-Social-End",12114
"Display-Paid Search-Display-Direct-Display-End",9129
"Display-Paid Search-Display-Direct-Affiliate-End",3374
"Display-Paid Search-Display-Direct-Paid Search-End",42637
"Display-Paid Search-Display-Direct-Organic Search-End",2064
"Display-Paid Search-Display-Affiliate-Direct-End",2099
"Display-Paid Search-Display-Affiliate-Social-End",4175
"Display-Paid Search-Display-Affiliate-Display-End",3288
"Display-Paid Search-Display-Affiliate-Paid Search-End",13409
"Display-Paid Search-Display-Affiliate-Organic Search-End",606
"Display-Paid Search-Display-Paid Search-Direct-End",49602
"Display-Paid Search-Display-Paid Search-Social-End",334669
"Display-Paid Search-Display-Paid Search-Display-End",176793
"Display-Paid Search-Display-Paid Search-Affiliate-End",5539
"Display-Paid Search-Display-Paid Search-Organic Search-End",33347
"Display-Paid Search-Display-Organic Search-Direct-End",16222
"Display-Paid Search-Display-Organic Search-Social-End",9968
"Display-Paid Search-Display-Organic Search-Display-End",3769
"Display-Paid Search-Display-Organic Search-Affiliate-End",297
"Display-Paid Search-Display-Organic Search-Paid Search-End",116874
"Display-Paid Search-Affiliate-Direct-Social-End",1676
"Display-Paid Search-Affiliate-Direct-Display-End",833
"Display-Paid Search-Affiliate-Direct-Affiliate-End",1150
"Display-Paid Search-Affiliate-Direct-Paid Search-End",2751
"Display-Paid Search-Affiliate-Direct-Organic Search-End",245
"Display-Paid Search-Affiliate-Display-Direct-End",714
"Display-Paid Search-Affiliate-Display-Social-End",2693
"Display-Paid Search-Affiliate-Display-Affiliate-End",604
"Display-Paid Search-Affiliate-Display-Paid Search-End",3961
"Display-Paid Search-Affiliate-Display-Organic Search-End",723
"Display-Paid Search-Affiliate-Paid Search-Direct-End",3901
"Display-Paid Search-Affiliate-Paid Search-Social-End",21155
"Display-Paid Search-Affiliate-Paid Search-Display-End",3750
"Display-Paid Search-Affiliate-Paid Search-Affiliate-End",4576
"Display-Paid Search-Affiliate-Paid Search-Organic Search-End",3163
"Display-Paid Search-Affiliate-Organic Search-Direct-End",416
"Display-Paid Search-Affiliate-Organic Search-Social-End",146
"Display-Paid Search-Affiliate-Organic Search-Display-End",32
"Display-Paid Search-Affiliate-Organic Search-Affiliate-End",46
"Display-Paid Search-Affiliate-Organic Search-Paid Search-End",2497
"Display-Paid Search-Organic Search-Direct-Social-End",5731
"Display-Paid Search-Organic Search-Direct-Display-End",1873
"Display-Paid Search-Organic Search-Direct-Affiliate-End",1080
"Display-Paid Search-Organic Search-Direct-Paid Search-End",30773
"Display-Paid Search-Organic Search-Direct-Organic Search-End",3463
"Display-Paid Search-Organic Search-Display-Direct-End",381
"Display-Paid Search-Organic Search-Display-Social-End",1469
"Display-Paid Search-Organic Search-Display-Affiliate-End",118
"Display-Paid Search-Organic Search-Display-Paid Search-End",3107
"Display-Paid Search-Organic Search-Display-Organic Search-End",1747
"Display-Paid Search-Organic Search-Affiliate-Direct-End",80
"Display-Paid Search-Organic Search-Affiliate-Social-End",138
"Display-Paid Search-Organic Search-Affiliate-Display-End",57
"Display-Paid Search-Organic Search-Affiliate-Paid Search-End",816
"Display-Paid Search-Organic Search-Affiliate-Organic Search-End",82
"Display-Paid Search-Organic Search-Paid Search-Direct-End",16561
"Display-Paid Search-Organic Search-Paid Search-Social-End",167366
